Année,situation,Genre,Domaine,Taux d’insertion,Part des emplois de niveau cadre,Part des emplois stables,Part des emplois à temps plein,Salaire brut annuel estimé,Part des diplômés boursiers dans la discipline,Taux de chômage national
2014,30 mois après le diplôme,hommes,"Sciences, technologies et santé",97.0,93.0,94.0,99.0,33800.0,30.0,9.3
2018,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",95.0,93.0,94.0,98.0,36700.0,31.0,7.8
2016,18 mois après le diplôme,hommes,"Sciences, technologies et santé",95.0,93.0,92.0,99.0,32900.0,31.0,8.5
2011,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",96.0,93.0,94.0,99.0,33500.0,29.0,9.7
2017,30 mois après le diplôme,hommes,"Sciences, technologies et santé",97.0,94.0,94.0,99.0,36600.0,33.0,7.8
2017,30 mois après le diplôme,femmes,"Sciences, technologies et santé",97.0,90.0,90.0,97.0,34900.0,35.0,7.8
2012,18 mois après le diplôme,femmes,"Sciences, technologies et santé",94.0,62.268107698141826,84.0,99.0,30400.0,32.80387685290764,10.1
2015,30 mois après le diplôme,femmes,"Sciences, technologies et santé",97.0,84.0,91.0,98.0,32800.0,38.0,8.6
2012,18 mois après le diplôme,hommes,"Sciences, technologies et santé",92.0,62.268107698141826,90.0,100.0,31200.0,32.80387685290764,10.1
2018,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",92.0,58.0,79.0,92.0,29600.0,34.0,7.8
2017,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",91.0,58.0,65.0,92.0,28100.0,35.0,7.8
2020,30 mois après le diplôme,femmes,"Sciences, technologies et santé",94.0,49.0,80.0,91.0,29600.0,33.0,6.9
2018,18 mois après le diplôme,femmes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2018,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2017,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",97.0,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,30.0,7.8
2018,30 mois après le diplôme,femmes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2016,30 mois après le diplôme,femmes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,8.5
2016,18 mois après le diplôme,femmes,Sciences humaines et sociales,85.0,46.0,40.0,87.0,25000.0,37.0,8.5
2012,18 mois après le diplôme,hommes,Sciences humaines et sociales,80.0,62.268107698141826,41.0,93.0,24200.0,32.80387685290764,10.1
2012,30 mois après le diplôme,hommes,Sciences humaines et sociales,78.0,48.0,66.0,87.0,26500.0,32.80387685290764,10.1
2012,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,79.0,35.0,38.0,87.0,23500.0,34.0,10.1
2016,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales,94.0,51.0,61.0,91.0,28100.0,33.0,8.5
2017,18 mois après le diplôme,femmes,"Sciences, technologies et santé",89.0,67.0,60.0,97.0,29600.0,34.0,7.8
2013,18 mois après le diplôme,hommes,"Sciences, technologies et santé",86.0,75.0,72.0,97.0,31000.0,30.0,9.9
2016,18 mois après le diplôme,femmes,"Sciences, technologies et santé",86.0,63.0,59.0,95.0,28100.0,32.0,8.5
2016,18 mois après le diplôme,hommes,"Sciences, technologies et santé",90.0,79.0,77.0,97.0,31200.0,31.0,8.5
2015,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",92.0,72.0,79.0,97.0,31200.0,32.0,8.6
2016,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",92.0,76.0,82.0,97.0,32300.0,31.0,8.5
2015,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",88.0,69.0,67.0,96.0,29600.0,32.0,8.6
2018,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",89.0,69.0,69.0,96.0,31000.0,36.0,7.8
2013,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",85.0,60.0,59.0,95.0,26600.0,34.0,9.9
2018,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",86.0,67.0,57.0,96.0,29300.0,36.0,7.8
2018,18 mois après le diplôme,hommes,"Sciences, technologies et santé",84.0,71.0,61.0,97.0,29600.0,34.0,7.8
2014,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",78.0,56.0,43.0,94.0,26200.0,34.0,9.3
2020,30 mois après le diplôme,femmes,"Sciences, technologies et santé",92.0,71.0,67.0,96.0,32100.0,35.0,6.9
2015,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",86.0,59.0,64.0,95.0,28100.0,35.0,8.6
2015,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",80.0,54.0,47.0,94.0,26500.0,35.0,8.6
2013,18 mois après le diplôme,femmes,"Sciences, technologies et santé",81.0,56.0,41.0,94.0,25500.0,35.0,9.9
2014,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",87.0,62.0,59.0,95.0,28100.0,34.0,9.3
2013,18 mois après le diplôme,hommes,"Sciences, technologies et santé",75.0,60.0,45.0,95.0,26500.0,31.0,9.9
2014,30 mois après le diplôme,femmes,"Sciences, technologies et santé",89.0,61.0,59.0,95.0,28100.0,34.0,9.3
2014,18 mois après le diplôme,hommes,"Sciences, technologies et santé",75.0,58.0,45.0,95.0,26500.0,34.0,9.3
2019,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",91.0,65.0,67.0,97.0,31200.0,33.0,7.2
2020,18 mois après le diplôme,femmes,"Sciences, technologies et santé",89.0,64.0,54.0,97.0,32400.0,35.0,6.9
2016,30 mois après le diplôme,hommes,"Sciences, technologies et santé",88.0,72.0,70.0,98.0,30200.0,35.0,8.5
2016,30 mois après le diplôme,femmes,"Sciences, technologies et santé",89.0,65.0,65.0,97.0,29600.0,35.0,8.5
2013,30 mois après le diplôme,hommes,"Sciences, technologies et santé",79.0,67.0,63.0,97.0,27300.0,34.0,9.9
2014,30 mois après le diplôme,femmes,"Sciences, technologies et santé",81.0,59.0,58.0,93.0,26500.0,36.0,9.3
2020,18 mois après le diplôme,hommes,"Sciences, technologies et santé",80.0,64.0,64.0,97.0,31200.0,34.0,6.9
2016,18 mois après le diplôme,femmes,"Sciences, technologies et santé",77.0,56.0,50.0,95.0,25700.0,34.0,8.5
2015,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",86.0,54.0,61.0,95.0,27600.0,33.0,8.6
2012,30 mois après le diplôme,femmes,"Sciences, technologies et santé",80.0,58.0,56.0,91.0,26500.0,32.80387685290764,10.1
2012,18 mois après le diplôme,hommes,"Sciences, technologies et santé",77.0,62.268107698141826,49.0,95.0,26500.0,32.80387685290764,10.1
2018,30 mois après le diplôme,femmes,"Sciences, technologies et santé",83.0,66.0,72.0,97.0,29600.0,35.0,7.8
2012,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",83.0,62.0,62.0,94.0,27200.0,37.0,10.1
2018,30 mois après le diplôme,hommes,"Sciences, technologies et santé",88.0,73.0,76.0,96.0,31100.0,33.0,7.8
2017,18 mois après le diplôme,hommes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2013,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",81.0,46.0,57.0,94.0,25800.0,26.0,9.9
2013,30 mois après le diplôme,femmes,"Sciences, technologies et santé",91.0,45.0,65.0,91.0,26600.0,25.0,9.9
2018,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2018,18 mois après le diplôme,hommes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2016,18 mois après le diplôme,hommes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,8.5
2012,18 mois après le diplôme,hommes,"Sciences, technologies et santé",78.0,62.268107698141826,54.0,100.0,25200.0,32.80387685290764,10.1
2015,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",84.0,50.0,65.0,93.0,28400.0,25.0,8.6
2015,18 mois après le diplôme,femmes,"Sciences, technologies et santé",84.0,37.0,50.0,94.0,26500.0,27.0,8.6
2018,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",91.0,82.0,84.0,98.0,34900.0,33.0,7.8
2014,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",84.0,71.0,62.0,97.0,31200.0,30.0,9.3
2019,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",91.0,79.0,80.0,98.0,35500.0,30.0,7.2
2020,18 mois après le diplôme,femmes,"Sciences, technologies et santé",91.0,68.0,64.0,98.0,36000.0,30.0,6.9
2019,18 mois après le diplôme,femmes,"Sciences, technologies et santé",85.0,73.0,65.0,98.0,34300.0,32.0,7.2
2020,30 mois après le diplôme,hommes,"Sciences, technologies et santé",92.0,87.0,86.0,99.0,37000.0,29.0,6.9
2020,30 mois après le diplôme,femmes,"Sciences, technologies et santé",93.0,76.0,84.0,98.0,36000.0,30.0,6.9
2013,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",80.0,55.0,50.0,95.0,28100.0,29.0,9.9
2017,18 mois après le diplôme,hommes,"Sciences, technologies et santé",85.0,71.0,66.0,97.0,31100.0,31.0,7.8
2018,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",88.0,69.0,82.0,97.0,32900.0,34.0,7.8
2014,18 mois après le diplôme,hommes,"Sciences, technologies et santé",74.0,58.0,51.0,96.0,29600.0,28.0,9.3
2020,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",92.0,68.0,80.0,99.0,33500.0,30.0,6.9
2012,18 mois après le diplôme,hommes,"Sciences, technologies et santé",78.0,62.268107698141826,53.0,94.0,28900.0,32.80387685290764,10.1
2012,30 mois après le diplôme,hommes,"Sciences, technologies et santé",87.0,62.0,67.0,96.0,30400.0,32.80387685290764,10.1
2018,30 mois après le diplôme,femmes,"Sciences, technologies et santé",91.0,66.0,80.0,98.0,33000.0,31.0,7.8
2012,18 mois après le diplôme,femmes,"Sciences, technologies et santé",81.0,62.268107698141826,49.0,97.0,27600.0,32.80387685290764,10.1
2017,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",91.0,72.0,79.0,98.0,33100.0,28.0,7.8
2011,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",87.0,61.0,71.0,97.0,29800.0,29.0,9.7
2017,18 mois après le diplôme,femmes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2014,30 mois après le diplôme,hommes,"Sciences, technologies et santé",91.0,80.0,80.0,98.0,31400.0,35.0,9.3
2014,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",82.0,78.0,71.0,95.0,31200.0,33.0,9.3
2020,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",91.0,91.0,87.0,98.0,37400.0,30.0,6.9
2020,30 mois après le diplôme,femmes,"Sciences, technologies et santé",92.0,88.0,88.0,95.0,39500.0,35.0,6.9
2015,30 mois après le diplôme,hommes,"Sciences, technologies et santé",91.0,86.0,84.0,97.0,33800.0,29.0,8.6
2016,30 mois après le diplôme,hommes,"Sciences, technologies et santé",89.0,85.0,86.0,98.0,32400.0,33.0,8.5
2012,18 mois après le diplôme,femmes,"Sciences, technologies et santé",79.0,62.268107698141826,65.0,95.0,30400.0,32.80387685290764,10.1
2015,18 mois après le diplôme,hommes,"Sciences, technologies et santé",83.0,84.0,72.0,95.0,32000.0,29.0,8.6
2013,18 mois après le diplôme,femmes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,9.9
2017,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",89.0,89.0,70.0,97.0,32800.0,36.0,7.8
2014,30 mois après le diplôme,femmes,"Sciences, technologies et santé",91.0,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,42.0,9.3
2014,30 mois après le diplôme,hommes,"Sciences, technologies et santé",95.0,78.0,65.0,97.0,29569.70041714069,45.0,9.3
2018,18 mois après le diplôme,femmes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,7.8
2014,18 mois après le diplôme,hommes,"Sciences, technologies et santé",86.0,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,45.0,9.3
2016,18 mois après le diplôme,femmes,"Sciences, technologies et santé",82.0,84.0,51.0,91.73041559396837,29569.70041714069,42.0,8.5
2020,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",91.0,61.0,61.0,100.0,29569.70041714069,19.0,6.9
2015,30 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",91.0,83.0,83.0,98.0,33700.0,39.0,8.6
2012,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,10.1
2012,18 mois après le diplôme,hommes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,10.1
2012,30 mois après le diplôme,hommes,"Sciences, technologies et santé",88.00249554367201,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,32.80387685290764,10.1
2017,30 mois après le diplôme,femmes,"Sciences, technologies et santé",91.0,88.0,81.0,96.0,34300.0,34.0,7.8
2015,18 mois après le diplôme,femmes,"Sciences, technologies et santé",83.0,62.268107698141826,65.86825688073394,91.73041559396837,29569.70041714069,40.0,8.6
2013,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",90.0,89.0,76.0,99.0,33800.0,35.0,9.9
2018,18 mois après le diplôme,hommes,"Sciences, technologies et santé",94.0,96.0,82.0,99.0,38700.0,30.0,7.8
2014,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",92.0,87.0,77.0,99.0,33800.0,29.0,9.3
2019,18 mois après le diplôme,femmes et hommes,"Sciences, technologies et santé",89.0,89.0,80.0,98.0,40600.0,31.0,7.2
2020,18 mois après le diplôme,hommes,"Sciences, technologies et santé",87.0,94.0,79.0,99.0,43200.0,28.0,6.9
2016,30 mois après le diplôme,hommes,"Sciences, technologies et santé",98.0,95.0,90.0,100.0,44900.0,24.0,8.5
2012,18 mois après le diplôme,hommes,"Sciences, technologies et santé",88.0,62.268107698141826,80.0,96.0,33100.0,32.80387685290764,10.1
2013,30 mois après le diplôme,hommes,Ensemble Masters LMD (hors Masters enseignement),90.0,69.0,79.0,96.0,32000.0,27.0,9.9
2013,18 mois après le diplôme,hommes,Ensemble Masters LMD (hors Masters enseignement),85.0,64.0,68.0,95.0,29900.0,27.0,9.9
2014,30 mois après le diplôme,hommes,Ensemble Masters LMD (hors Masters enseignement),91.0,71.0,78.0,96.0,32300.0,28.0,9.3
2018,18 mois après le diplôme,femmes et hommes,Ensemble Masters LMD (hors Masters enseignement),89.0,64.0,67.0,94.0,30400.0,31.0,7.8
2014,18 mois après le diplôme,femmes,Ensemble Masters LMD (hors Masters enseignement),86.0,49.0,54.0,89.0,26500.0,31.0,9.3
2020,30 mois après le diplôme,femmes,Ensemble Masters LMD (hors Masters enseignement),93.0,64.0,75.0,94.0,32100.0,33.0,6.9
2019,18 mois après le diplôme,hommes,Ensemble Masters LMD (hors Masters enseignement),87.0,69.0,73.0,95.0,34600.0,29.0,7.2
2020,30 mois après le diplôme,femmes et hommes,Ensemble Masters LMD (hors Masters enseignement),93.0,68.0,78.0,95.0,33900.0,31.0,6.9
2019,18 mois après le diplôme,femmes et hommes,Ensemble Masters LMD (hors Masters enseignement),87.0,62.0,66.0,93.0,32600.0,32.0,7.2
2015,30 mois après le diplôme,femmes et hommes,Ensemble Masters LMD (hors Masters enseignement),91.0,62.0,75.0,94.0,30900.0,30.0,8.6
2012,30 mois après le diplôme,femmes et hommes,Ensemble Masters LMD (hors Masters enseignement),89.0,60.0,73.0,93.0,29600.0,29.0,10.1
2017,18 mois après le diplôme,femmes,"Droit, économie et gestion",92.0,58.0,68.0,97.0,30000.0,27.0,7.8
2013,18 mois après le diplôme,hommes,"Droit, économie et gestion",87.0,59.0,71.0,97.0,31000.0,23.0,9.9
2013,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",87.0,51.0,65.0,96.0,28900.0,24.0,9.9
2020,30 mois après le diplôme,hommes,"Droit, économie et gestion",95.0,74.0,86.0,99.0,38100.0,23.0,6.9
2019,18 mois après le diplôme,hommes,"Droit, économie et gestion",89.0,68.0,77.0,98.0,36900.0,24.0,7.2
2015,30 mois après le diplôme,hommes,"Droit, économie et gestion",93.0,69.0,83.0,98.0,34700.0,23.0,8.6
2015,18 mois après le diplôme,hommes,"Droit, économie et gestion",89.0,62.0,72.0,98.0,31300.0,23.0,8.6
2013,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",86.0,50.0,58.0,92.0,26500.0,27.0,9.9
2013,18 mois après le diplôme,hommes,"Droit, économie et gestion",86.0,58.0,60.0,93.0,29600.0,24.0,9.9
2013,30 mois après le diplôme,hommes,"Droit, économie et gestion",91.0,66.0,76.0,97.0,32100.0,24.0,9.9
2018,18 mois après le diplôme,femmes,"Droit, économie et gestion",91.0,57.0,64.0,96.0,28900.0,31.0,7.8
2018,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",91.0,61.0,65.0,96.0,29900.0,30.0,7.8
2017,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",94.0,67.0,78.0,98.0,32500.0,30.0,7.8
2017,30 mois après le diplôme,femmes,"Droit, économie et gestion",94.0,64.0,78.0,98.0,31200.0,31.0,7.8
2015,30 mois après le diplôme,hommes,"Droit, économie et gestion",91.0,66.0,78.0,97.0,33400.0,24.0,8.6
2016,30 mois après le diplôme,femmes,"Droit, économie et gestion",94.0,62.0,78.0,97.0,30700.0,29.0,8.5
2012,30 mois après le diplôme,hommes,"Droit, économie et gestion",90.0,61.0,77.0,97.0,31200.0,32.80387685290764,10.1
2015,18 mois après le diplôme,hommes,"Droit, économie et gestion",88.0,58.0,61.0,95.0,29600.0,24.0,8.6
2013,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",76.0,54.0,47.0,88.0,26500.0,27.0,9.9
2014,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",80.0,57.0,44.0,88.0,28100.0,26.0,9.3
2016,30 mois après le diplôme,femmes et hommes,"Droit, économie et gestion",90.0,77.0,55.0,95.0,32800.0,32.0,8.5
